title,actor1,actor1_fb,actor2,actor2_fb,actor3,actor3_fb
Why Did I Get Married?,Michael Jai White,2000.0,Tasha Smith,721.0,Lamman Rucker,607.0
Little Women,Christian Bale,23000.0,Kirsten Dunst,4000.0,Eric Stoltz,902.0
The Woman in Black,Daniel Radcliffe,11000.0,Roger Allam,326.0,Jessica Raine,259.0
When a Stranger Calls,Madeline Carroll,1000.0,Tessa Thompson,431.0,Brian Geraghty,383.0
Big Fat Liar,Frankie Muniz,934.0,Donald Faison,927.0,Lee Majors,799.0
The Deer Hunter,Robert De Niro,22000.0,Meryl Streep,11000.0,John Savage,652.0
Wag the Dog,Robert De Niro,22000.0,Kirsten Dunst,4000.0,John Michael Higgins,957.0
The Lizzie McGuire Movie,Clayton Snyder,925.0,Adam Lamberg,738.0,Alex Borstein,566.0
Snitch,Dwayne Johnson,12000.0,Harold Perrineau,1000.0,Nadine Velazquez,874.0
Krampus,Adam Scott,3000.0,Conchata Ferrell,658.0,Allison Tolman,562.0
The Faculty,Jordana Brewster,4000.0,Salma Hayek,4000.0,Clea DuVall,1000.0
What's Love Got to Do with It,Rae'Ven Kelly,90.0,Virginia Capers,22.0,Dororthy Thorton,2.0
Cop Land,Robert De Niro,22000.0,Sylvester Stallone,13000.0,Janeane Garofalo,1000.0
Not Another Teen Movie,Chris Evans,11000.0,JoAnna Garcia Swisher,983.0,Mia Kirshner,971.0
End of Watch,Jake Gyllenhaal,15000.0,Anna Kendrick,10000.0,America Ferrera,953.0
The Skulls,Paul Walker,23000.0,Leslie Bibb,1000.0,William Petersen,883.0
The Theory of Everything,Eddie Redmayne,13000.0,Emily Watson,876.0,Simon McBurney,149.0
Malibu's Most Wanted,Greg Grunberg,833.0,Regina Hall,807.0,Blair Underwood,685.0
Where the Heart Is,Natalie Portman,20000.0,James Frain,1000.0,Stockard Channing,944.0
Lawrence of Arabia,Claude Rains,607.0,José Ferrer,202.0,Jack Hawkins,87.0
Halloween II,Scout Taylor-Compton,908.0,Tyler Mane,764.0,Margot Kidder,593.0
Wild,Michiel Huisman,2000.0,Kevin Rankin,820.0,Gaby Hoffmann,612.0
The Last House on the Left,Tony Goldwyn,956.0,Monica Potter,878.0,Martha MacIsaac,616.0
The Wedding Date,Jack Davenport,1000.0,Debra Messing,650.0,Holland Taylor,458.0
Halloween: Resurrection,Jamie Lee Curtis,2000.0,Thomas Ian Nicholas,864.0,Bianca Kajlich,731.0
The Princess Bride,Robin Wright,18000.0,Carol Kane,636.0,André the Giant,594.0
The Great Debaters,Denzel Washington,18000.0,Jurnee Smollett-Bell,2000.0,John Heard,697.0
Drive,Ryan Gosling,33000.0,Albert Brooks,745.0,Russ Tamblyn,228.0
Confessions of a Teenage Drama Queen,Adam Garcia,811.0,Carol Kane,636.0,Glenne Headly,231.0
The Object of My Affection,Liam Aiken,818.0,Tim Daly,511.0,Kali Rocha,106.0
28 Weeks Later,Jeremy Renner,10000.0,Harold Perrineau,1000.0,Catherine McCormack,306.0
When the Game Stands Tall,Jessie T. Usher,116.0,Matthew Daddario,110.0,Ser'Darius Blain,100.0
Because of Winn-Dixie,Cicely Tyson,907.0,Luke Benward,807.0,Eva Marie Saint,649.0
Love & Basketball,Alfre Woodard,1000.0,Sanaa Lathan,886.0,Omar Epps,865.0
Grosse Pointe Blank,Minnie Driver,893.0,Michael Cudlitz,822.0,Mitchell Ryan,141.0
All About Steve,Bradley Cooper,14000.0,Katy Mixon,982.0,Beth Grant,628.0
Book of Shadows: Blair Witch 2,Kim Director,193.0,Erica Leerhsen,184.0,Kurt Loder,162.0
The Craft,Christine Taylor,838.0,Rachel True,328.0,Brenda Strong,266.0
Match Point,Scarlett Johansson,19000.0,Mark Gatiss,567.0,Penelope Wilton,400.0
Ramona and Beezus,Sierra McCormick,512.0,Hutch Dano,316.0,Jason Spevack,125.0
The Remains of the Day,Anthony Hopkins,12000.0,Peter Vaughan,310.0,Ben Chaplin,258.0
Boogie Nights,Don Cheadle,3000.0,Nicole Ari Parker,360.0,Nina Hartley,170.0
Nowhere to Run,Kieran Culkin,1000.0,Rosanna Arquette,605.0,Joss Ackland,232.0
Flicka,Alison Lohman,1000.0,Danny Pino,786.0,Tim McGraw,461.0
The Hills Have Eyes II,Jeff Kober,919.0,Daniella Alonso,557.0,Jacob Vargas,399.0
Urban Legends: Final Cut,Loretta Devine,912.0,Joey Lawrence,786.0,Jacinda Barrett,579.0
Tuck Everlasting,William Hurt,882.0,Sissy Spacek,874.0,Jonathan Jackson,613.0
The Marine,Kelly Carlson,472.0,Firass Dirani,239.0,Drew Powell,129.0
Keanu,Nia Long,826.0,Will Forte,622.0,Keegan-Michael Key,415.0
Country Strong,Leighton Meester,3000.0,Cinda McCain,646.0,Tim McGraw,461.0
Disturbing Behavior,Bruce Greenwood,989.0,Ethan Embry,982.0,Katharine Isabelle,918.0
The Place Beyond the Pines,Ryan Gosling,33000.0,Ben Mendelsohn,748.0,Angelo Anthony Pizza,619.0
The November Man,Luke Bracey,775.0,Akie Kotabe,614.0,Will Patton,537.0
Eye of the Beholder,Jason Priestley,471.0,Patrick Bergin,308.0,Geneviève Bujold,159.0
The Hurt Locker,Jeremy Renner,10000.0,Christian Camargo,602.0,Brian Geraghty,383.0
Firestarter,Heather Locklear,695.0,George C. Scott,654.0,David Keith,563.0
Killing Them Softly,Brad Pitt,11000.0,Sam Shepard,820.0,Ben Mendelsohn,748.0
A Most Wanted Man,Philip Seymour Hoffman,22000.0,Nina Hoss,164.0,Homayoun Ershadi,123.0
Freddy Got Fingered,Rip Torn,826.0,Harland Williams,503.0,Eddie Kaye Thomas,484.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,Yuri Lowenthal,354.0,Cam Clarke,173.0,Phil Vischer,23.0
U2 3D,Bono,468.0,The Edge,67.0,Larry Mullen Jr.,44.0
Highlander: Endgame,Christopher Lambert,1000.0,Adrian Paul,786.0,Adam Copeland,377.0
Idlewild,Cicely Tyson,907.0,Faizon Love,585.0,Bobb'e J. Thompson,526.0
One Day,Anne Hathaway,11000.0,Jim Sturgess,5000.0,Rafe Spall,358.0
Whip It,Daniel Stern,796.0,Jimmy Fallon,787.0,Alia Shawkat,727.0
Knockaround Guys,Vin Diesel,14000.0,Tom Noonan,442.0,Kevin Gage,366.0
Confidence,Louis Lombardi,436.0,Brian Van Holt,324.0,Leland Orser,308.0
The Muse,Jeff Bridges,12000.0,Bradley Whitford,821.0,Albert Brooks,745.0
De-Lovely,Kevin McNally,427.0,Keith Allen,66.0,Sandra Nelson,65.0
New York Stories,Woody Allen,11000.0,Larry David,860.0,Mia Farrow,563.0
Barney's Great Adventure,Trevor Morgan,595.0,Kyla Pratt,417.0,Shirley Douglas,47.0
The Man with the Iron Fists,Rick Yune,746.0,RZA,561.0,Daniel Wu,353.0
Home Fries,Catherine O'Hara,925.0,Jake Busey,660.0,Shelley Duvall,629.0
Here on Earth,Bruce Greenwood,989.0,Chris Klein,841.0,Elaine Hendrix,670.0
Brazil,Robert De Niro,22000.0,Bob Hoskins,5000.0,Jim Broadbent,1000.0
Raise Your Voice,Oliver James,1000.0,Rebecca De Mornay,872.0,Jason Ritter,782.0
The Dead Zone,David Ogden Stiers,443.0,Nicole de Boer,319.0,Chris Bruno,186.0
The Big Lebowski,Philip Seymour Hoffman,22000.0,Jeff Bridges,12000.0,Steve Buscemi,12000.0
Black Snake Moan,Justin Timberlake,3000.0,Michael Raymond-James,788.0,S. Epatha Merkerson,539.0
Dark Blue,Khandi Alexander,556.0,Dash Mihok,463.0,Michael Michele,274.0
A Mighty Heart,Angelina Jolie Pitt,11000.0,Archie Panjabi,883.0,Dan Futterman,254.0
Whatever It Takes,James Franco,11000.0,Jodi Lyn O'Keefe,897.0,Marla Sokoloff,612.0
Boat Trip,Vivica A. Fox,890.0,Lin Shaye,852.0,Bob Gunton,461.0
The Importance of Being Earnest,Colin Firth,14000.0,Tom Wilkinson,1000.0,Rupert Everett,692.0
The Love Letter,Jennifer Jason Leigh,1000.0,Campbell Scott,393.0,Estelle Parsons,224.0
Hoot,Logan Lerman,8000.0,Neil Flynn,625.0,Tim Blake Nelson,596.0
In Bruges,Elizabeth Berrington,65.0,Anna Madeley,49.0,Eric Godon,39.0
Peeples,Tyler James Williams,931.0,S. Epatha Merkerson,539.0,Diahann Carroll,426.0
The Rocker,Emma Stone,15000.0,Bradley Cooper,14000.0,Josh Gad,1000.0
Post Grad,J.K. Simmons,24000.0,Zach Gilford,971.0,Bobby Coleman,360.0
Promised Land,Matt Damon,13000.0,Hal Holbrook,826.0,Terry Kinney,363.0
Whatever Works,Larry David,860.0,Michael McKean,658.0,Conleth Hill,386.0
The In Crowd,Matthew Settle,477.0,Susan Ward,397.0,A.J. Buckley,275.0
Three Burials,Levon Helm,572.0,Dwight Yoakam,324.0,Guillermo Arriaga,289.0
Jakob the Liar,Robin Williams,49000.0,Mark Margolis,1000.0,Michael Jeter,693.0
Kiss Kiss Bang Bang,Robert Downey Jr.,21000.0,Corbin Bernsen,1000.0,Larry Miller,611.0
Idle Hands,Vivica A. Fox,890.0,Fred Willard,729.0,Elden Henson,577.0
Mulholland Drive,Naomi Watts,6000.0,Robert Forster,889.0,Laura Harring,669.0
Blood and Chocolate,Olivier Martinez,837.0,Agnes Bruckner,400.0,Chris Geere,220.0
You Will Meet a Tall Dark Stranger,Anthony Hopkins,12000.0,Naomi Watts,6000.0,Ewen Bremner,557.0
Never Let Me Go,Andrew Garfield,10000.0,Charlie Rowe,882.0,Charlotte Rampling,844.0
The Company,Anna Silk,857.0,Tom Hollander,555.0,Alessandro Nivola,527.0
Transsiberian,Thomas Kretschmann,918.0,Eduardo Noriega,278.0,Mac McDonald,25.0
The Clan of the Cave Bear,Curtis Armstrong,876.0,Pamela Reed,324.0,Mike Muscat,90.0
Crazy in Alabama,Meat Loaf,783.0,Elizabeth Perkins,664.0,Noah Emmerich,617.0
Funny Games,Naomi Watts,6000.0,Siobhan Fallon Hogan,294.0,Brady Corbet,287.0
Listening,Thomas Stroppel,192.0,Kalim Chandler,134.0,Amber Marie Bollinger,46.0
Felicia's Journey,Bob Hoskins,5000.0,Elaine Cassidy,203.0,Gerard McSorley,71.0
Metropolis,Brigitte Helm,136.0,Gustav Fröhlich,23.0,Rudolf Klein-Rogge,18.0
District B13,David Belle,510.0,Cyril Raffaelli,297.0,Dany Verissimo-Petit,58.0
Things to Do in Denver When You're Dead,Steve Buscemi,12000.0,Bill Cobbs,970.0,Treat Williams,642.0
The Assassin,Qi Shu,1000.0,Chen Chang,103.0,Satoshi Tsumabuki,56.0
Buffalo Soldiers,Dean Stockwell,936.0,Scott Glenn,826.0,Leon,730.0
The Return,Konstantin Lavronenko,20.0,Vladimir Garin,13.0,Nataliya Vdovina,9.0
Ong-bak 2,Nirut Sirichanya,64.0,Petchtai Wongkamlao,45.0,Sarunyu Wongkrachang,7.0
Centurion,Michael Fassbender,13000.0,JJ Feild,794.0,Dave Legeno,570.0
Silent Trigger,Christopher Heyerdahl,825.0,Gina Bellman,476.0,Conrad Dunn,40.0
The Midnight Meat Train,Bradley Cooper,14000.0,Brooke Shields,1000.0,Leslie Bibb,1000.0
Winnie Mandela,Jennifer Hudson,549.0,Wendy Crewson,248.0,Aubrey Poo,2.0
The Son of No One,Channing Tatum,17000.0,Al Pacino,14000.0,Tracy Morgan,642.0
All the Queen's Men,Eddie Izzard,776.0,Udo Kier,595.0,Edward Fox,125.0
The Good Night,Stephen Graham,1000.0,Gael Le Cornec,165.0,Keith Allen,66.0
Bathory: Countess of Blood,Anna Friel,735.0,Hans Matheson,627.0,Franco Nero,576.0
Khumba,Liam Neeson,14000.0,Steve Buscemi,12000.0,Loretta Devine,912.0
Automata,Birgitte Hjort Sørensen,1000.0,Robert Forster,889.0,Melanie Griffith,537.0
Dungeons & Dragons: Wrath of the Dragon God,Bruce Payne,179.0,Lucy Gaskell,55.0,Steven Elder,51.0
Chiamatemi Francesco - Il Papa della gente,Maximilian Dirr,61.0,Rodrigo De la Serna,57.0,Ferdinando Vetere,50.0
Shinjuku Incident,Bingbing Fan,556.0,Daniel Wu,353.0,Yasuaki Kurata,19.0
Pandaemonium,Samantha Morton,631.0,Dexter Fletcher,452.0,Linus Roache,303.0
Groundhog Day,Bill Murray,13000.0,Chris Elliott,571.0,Willie Garson,512.0
Magic Mike XXL,Matt Bomer,20000.0,Channing Tatum,17000.0,Kevin Nash,642.0
Romeo + Juliet,Leonardo DiCaprio,29000.0,Harold Perrineau,1000.0,Brian Dennehy,954.0
Sarah's Key,Kristin Scott Thomas,1000.0,Aidan Quinn,767.0,Arben Bajraktaraj,121.0
Freedom,Sharon Leal,467.0,David Rasche,220.0,Bart Shatto,124.0
Unforgiven,Clint Eastwood,16000.0,Morgan Freeman,11000.0,Frances Fisher,638.0
Manderlay,Bryce Dallas Howard,3000.0,Jeremy Davies,769.0,Jean-Marc Barr,236.0
Slumdog Millionaire,Anil Kapoor,668.0,Saurabh Shukla,56.0,Ayush Mahesh Khedekar,40.0
Fatal Attraction,Fred Gwynne,886.0,Lois Smith,276.0,Anne Archer,249.0
Pretty Woman,Julia Roberts,8000.0,Hector Elizondo,995.0,Jason Alexander,700.0
Towering Inferno,Martin Short,770.0,Andrea Martin,179.0,Joe Flaherty,176.0
Crocodile Dundee II,Paul Hogan,442.0,Linda Kozlowski,162.0,John Meillon,57.0
Broken Horses,María Valverde,892.0,Chris Marquette,355.0,Chad Bishop,277.0
Born on the Fourth of July,Tom Cruise,10000.0,Tom Berenger,854.0,Stephen Baldwin,560.0
Cool Runnings,Doug E. Doug,953.0,Leon,730.0,Malik Yoba,496.0
My Bloody Valentine,Jensen Ackles,10000.0,Jaime King,960.0,Edi Gathegi,725.0
Stomp the Yard,Chris Brown,997.0,Laz Alonso,826.0,Harry Lennix,748.0
The Spy Who Loved Me,Caroline Munro,456.0,Desmond Llewelyn,244.0,Barbara Bach,238.0
Ghost Hunters,Amy Bruni,155.0,Steve Gonsalves,130.0,Jason Hawes,84.0
Urban Legend,Alicia Witt,975.0,Loretta Devine,912.0,Julian Richings,648.0
Good Deeds,Eddie Cibrian,849.0,Phylicia Rashad,597.0,Jamie Kennedy,490.0
White Fang,Seymour Cassel,327.0,Klaus Maria Brandauer,172.0,Susan Hogan,25.0
Superstar,Will Ferrell,8000.0,Elaine Hendrix,670.0,Molly Shannon,636.0
The Iron Lady,Meryl Streep,11000.0,Jim Broadbent,1000.0,Olivia Colman,583.0
Jonah: A VeggieTales Movie,Phil Vischer,23.0,Mike Nawrocki,12.0,Shelby Vischer,8.0
Poetic Justice,Janet Jackson,592.0,Khandi Alexander,556.0,Maya Angelou,279.0
All About the Benjamins,Mike Epps,706.0,Roger Guenveur Smith,266.0,Gino Salvano,111.0
Vampire in Brooklyn,John Witherspoon,723.0,W. Earl Brown,422.0,Allen Payne,364.0
Exorcist II: The Heretic,Linda Blair,931.0,Richard Burton,726.0,Ned Beatty,467.0
An American Haunting,Sissy Spacek,874.0,James D'Arcy,613.0,Vernon Dobtcheff,50.0
My Boss's Daughter,Carmen Electra,869.0,Tyler Labine,779.0,Molly Shannon,636.0
A Perfect Getaway,Chris Hemsworth,26000.0,Milla Jovovich,14000.0,Marley Shelton,690.0
Our Family Wedding,America Ferrera,953.0,Lance Gross,849.0,Lupe Ontiveros,625.0
Dead Man on Campus,Alyson Hannigan,3000.0,Linda Cardellini,2000.0,Poppy Montgomery,654.0
Tea with Mussolini,Lily Tomlin,718.0,Joan Plowright,330.0,Paolo Seganti,55.0
Thinner,Joe Mantegna,1000.0,Bethany Joy Lenz,855.0,Kari Wuhrer,514.0
"New York, New York",Robert De Niro,22000.0,Liza Minnelli,740.0,Mary Kay Place,213.0
Crooklyn,Alfre Woodard,1000.0,Delroy Lindo,848.0,Isaiah Washington,534.0
I Think I Love My Wife,Steve Buscemi,12000.0,Eliza Coupe,490.0,Wendell Pierce,458.0
Jason X,Peter Mensah,1000.0,Kane Hodder,935.0,Lexa Doig,489.0
Bobby,Anthony Hopkins,12000.0,Nick Cannon,593.0,Brian Geraghty,383.0
Head Over Heels,Monica Potter,878.0,Ivana Milicevic,834.0,China Chow,169.0
Fun Size,Thomas McDonell,962.0,Jackson Nicoll,925.0,Osric Chau,635.0
The Diving Bell and the Butterfly,Emmanuelle Seigner,413.0,Mathieu Amalric,412.0,Isaach De Bankolé,177.0
Little Children,Kate Winslet,14000.0,Noah Emmerich,617.0,Jane Adams,280.0
Gossip,Norman Reedus,12000.0,Sharon Lawrence,215.0,Noam Jenkins,191.0
A Walk on the Moon,Viggo Mortensen,10000.0,Julie Kavner,233.0,Tovah Feldshuh,113.0
Catch a Fire,Derek Luke,543.0,Terry Pheto,113.0,Bonnie Henna,15.0
Soul Survivors,Melissa Sagemiller,159.0,Angela Featherstone,102.0,Candace Kroslak,102.0
Jefferson in Paris,Seth Gilliam,423.0,Todd Boyce,15.0,Nigel Whitmey,5.0
Easy Virtue,Colin Firth,14000.0,Kristin Scott Thomas,1000.0,Kris Marshall,548.0
Caravans,Christopher Lee,16000.0,Joseph Cotten,469.0,Behrouz Vossoughi,324.0
Mr. Turner,Lesley Manville,149.0,Ruth Sheen,44.0,Karl Johnson,43.0
Wild Grass,Mathieu Amalric,412.0,Sara Forestier,74.0,Edouard Baer,59.0
Amen.,Sebastian Koch,380.0,Mathieu Kassovitz,326.0,Ulrich Mühe,284.0
Reign of Assassins,Woo-sung Jung,149.0,Shawn Yue,32.0,Kelly Lin,21.0
The Lucky Ones,John Heard,697.0,Katherine LaNasa,329.0,Mark L. Young,322.0
Margaret,Matt Damon,13000.0,Kieran Culkin,1000.0,John Gallagher Jr.,338.0
Stan Helsing,Steve Howey,826.0,Kenan Thompson,521.0,Diora Baird,378.0
Flipped,Madeline Carroll,1000.0,Rebecca De Mornay,872.0,Aidan Quinn,767.0
Brokeback Mountain,Jake Gyllenhaal,15000.0,Heath Ledger,13000.0,Anne Hathaway,11000.0
Clueless,Donald Faison,927.0,Dan Hedaya,281.0,Elisa Donovan,201.0
Far from Heaven,Dennis Quaid,2000.0,Celia Weston,258.0,Michael Gaston,135.0
Hot Tub Time Machine 2,Adam Scott,3000.0,Gillian Jacobs,837.0,Collette Wolfe,390.0
Dekalog,Krystyna Janda,20.0,Olaf Lubaszenko,3.0,Olgierd Lukaszewicz,2.0
Quills,Kate Winslet,14000.0,Stephen Marcus,230.0,Amelia Warner,170.0
Seven Psychopaths,Abbie Cornish,2000.0,Gabourey Sidibe,906.0,Michael Stuhlbarg,816.0
The Caveman's Valentine,Colm Feore,539.0,Tamara Tunie,508.0,Aunjanue Ellis,400.0
The Border,Jacek Koman,70.0,Marian Dziedziel,2.0,Jaroslaw Boberek,2.0
Downfall,Thomas Kretschmann,918.0,Bruno Ganz,653.0,Alexandra Maria Lara,471.0
The Sea Inside,Belén Rueda,273.0,Lola Dueñas,114.0,Tamar Novas,93.0
Under the Skin,Scarlett Johansson,19000.0,Paul Brannigan,50.0,Alison Chand,21.0
"Good Morning, Vietnam",Robin Williams,49000.0,J.T. Walsh,263.0,Bruno Kirby,227.0
The Last Godfather,Jason Mewes,898.0,Stephanie Danielson,391.0,Michael Rispoli,385.0
Justin Bieber: Never Say Never,Usher Raymond,569.0,Sean Kingston,69.0,Boys II Men,41.0
Black Swan,Natalie Portman,20000.0,Mila Kunis,15000.0,Mark Margolis,1000.0
The Godfather: Part II,Robert De Niro,22000.0,Al Pacino,14000.0,Robert Duvall,3000.0
Save the Last Dance,Sean Patrick Thomas,656.0,Terry Kinney,363.0,Fredro Starr,237.0
A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight,130.0,Rodney Eastman,125.0,Brooke Bundy,54.0
Miracles from Heaven,Jennifer Garner,3000.0,Brighton Sharbino,3000.0,Martin Henderson,579.0
"Dude, Where's My Car?",Jennifer Garner,3000.0,Mary Lynn Rajskub,934.0,Marla Sokoloff,612.0
Young Guns,Jack Palance,549.0,Patrick Wayne,439.0,Brian Keith,316.0
St. Vincent,Bill Murray,13000.0,Naomi Watts,6000.0,Reg E. Cathey,360.0
About Last Night,Joe Lo Truglio,833.0,Regina Hall,807.0,Bryan Callen,460.0
10 Things I Hate About You,Joseph Gordon-Levitt,23000.0,Heath Ledger,13000.0,Andrew Keegan,835.0
The New Guy,Zooey Deschanel,11000.0,Eddie Griffin,489.0,Gene Simmons,301.0
Loaded Weapon 1,Jon Lovitz,11000.0,Lin Shaye,852.0,Bill Nunn,182.0
The Shallows,Óscar Jaenada,619.0,Brett Cullen,350.0,Sedona Legge,2.0
The Butterfly Effect,Logan Lerman,8000.0,Eric Stoltz,902.0,Cameron Bright,829.0
Snow Day,Chris Elliott,571.0,Mark Webber,442.0,Jean Smart,329.0
This Christmas,Mekhi Phifer,1000.0,Chris Brown,997.0,Loretta Devine,912.0
Baby Geniuses,Kathleen Turner,899.0,Dom DeLuise,842.0,Ruby Dee,782.0
The Big Hit,Bokeem Woodbine,904.0,Elliott Gould,471.0,Antonio Sabato Jr.,459.0
Harriet the Spy,Gregory Smith,694.0,Eartha Kitt,558.0,Charlotte Sullivan,388.0
Child's Play 2,Jenny Agutter,659.0,Beth Grant,628.0,Greg Germann,435.0
No Good Deed,Leslie Bibb,1000.0,Kate del Castillo,345.0,Henry Simmons,334.0
The Mist,Toby Jones,2000.0,Alexa Davalos,850.0,Jeffrey DeMunn,745.0
Ex Machina,Elina Alminas,149.0,Sonoya Mizuno,145.0,Corey Johnson,123.0
Being John Malkovich,Willie Garson,512.0,Orson Bean,216.0,Mary Kay Place,213.0
Two Can Play That Game,Mo'Nique,939.0,Vivica A. Fox,890.0,Tamala Jones,405.0
Earth to Echo,Teo Halm,803.0,Ella Wahlestedt,587.0,Jason Gray-Stanford,140.0
Crazy/Beautiful,Kirsten Dunst,4000.0,Jay Hernandez,1000.0,Rolando Molina,525.0
Letters from Iwo Jima,Yuki Matsuzaki,378.0,Kazunari Ninomiya,85.0,Shidô Nakamura,78.0
The Astronaut Farmer,J.K. Simmons,24000.0,Virginia Madsen,912.0,Bruce Dern,844.0
Woo,LL Cool J,1000.0,Jada Pinkett Smith,851.0,Dave Chappelle,744.0
Room,Joan Allen,805.0,Jacob Tremblay,681.0,Cas Anvar,491.0
Dirty Work,Don Rickles,721.0,Jack Warden,359.0,Traylor Howard,294.0
Serial Mom,Kathleen Turner,899.0,Sam Waterston,849.0,Traci Lords,650.0
Dick,Ryan Reynolds,16000.0,Will Ferrell,8000.0,Kirsten Dunst,4000.0
Del 1 - Män som hatar kvinnor,Michael Nyqvist,690.0,David Dencik,94.0,Lena Endre,75.0
Light It Up,Rosario Dawson,3000.0,Vanessa Williams,1000.0,Robert Ri'chard,730.0
54,Salma Hayek,4000.0,Ellen Albertini Dow,957.0,Sela Ward,812.0
Bubble Boy,Jake Gyllenhaal,15000.0,Geoffrey Arend,816.0,Marley Shelton,690.0
Birthday Girl,Mark Gatiss,567.0,Mathieu Kassovitz,326.0,Ben Chaplin,258.0
21 & Over,Justin Chon,552.0,Josie Loren,528.0,Sarah Wright,499.0
"Paris, je t'aime",Steve Buscemi,12000.0,Miranda Richardson,530.0,Catalina Sandino Moreno,280.0
Resurrecting the Champ,Harry Lennix,748.0,Kathryn Morris,573.0,Peter Coyote,548.0
Admission,Tina Fey,2000.0,Sarita Choudhury,257.0,Christopher Evan Welch,252.0
The Widow of Saint-Pierre,Emir Kusturica,2000.0,Daniel Auteuil,370.0,Yves Jacques,8.0
Chloe,Liam Neeson,14000.0,Meghan Heffern,153.0,Natalie Lisinska,73.0
Faithful,Chazz Palminteri,979.0,Ryan O'Neal,385.0,Paul Mazursky,150.0
Find Me Guilty,Peter Dinklage,22000.0,Vin Diesel,14000.0,Alex Rocco,968.0
The Perks of Being a Wallflower,Logan Lerman,8000.0,Ezra Miller,3000.0,Kate Walsh,850.0
Excessive Force,Burt Young,683.0,Ian Gomez,155.0,Thomas Ian Griffith,147.0
Infamous,Toby Jones,2000.0,Isabella Rossellini,812.0,Hope Davis,442.0
The Claim,Milla Jovovich,14000.0,Sarah Polley,900.0,Shirley Henderson,887.0
The Vatican Tapes,Djimon Hounsou,3000.0,Alison Lohman,1000.0,Dougray Scott,794.0
Attack the Block,John Boyega,1000.0,Luke Treadaway,305.0,Jodie Whittaker,304.0
In the Land of Blood and Honey,Jelena Jovanova,306.0,Nikola Djuricko,164.0,Branko Djuric,116.0
The Call,Michael Imperioli,873.0,Tara Platt,461.0,Roma Maffia,383.0
Operation Chromite,Liam Neeson,14000.0,Dean Dawson,81.0,Jung-jae Lee,29.0
The Crocodile Hunter: Collision Course,Steve Irwin,477.0,Aden Young,238.0,Steve Bastoni,234.0
I Love You Phillip Morris,Dameon Clarke,170.0,Louis Herthum,157.0,Annie Golden,113.0
Quest for Fire,Rae Dawn Chong,581.0,Everett McGill,201.0,Gary Schwartz,91.0
Antwone Fisher,Denzel Washington,18000.0,Kevin Connolly,638.0,Derek Luke,543.0
The Emperor's Club,Gabriel Millman,13000.0,Embeth Davidtz,795.0,Rob Morrow,355.0
True Romance,Brad Pitt,11000.0,Gary Oldman,10000.0,Michael Rapaport,975.0
Womb,Eva Green,6000.0,Matt Smith,2000.0,Hannah Murray,1000.0
Glengarry Glen Ross,Kevin Spacey,18000.0,Al Pacino,14000.0,Jude Ciccolella,99.0
The Killer Inside Me,Liam Aiken,818.0,Ned Beatty,467.0,Jay R. Ferguson,204.0
Cat People,Ed Begley Jr.,783.0,Ruby Dee,782.0,John Heard,697.0
Sorority Row,Julian Morris,1000.0,Margo Harshman,668.0,Rumer Willis,472.0
The Prisoner of Zenda,David Niven,490.0,Mary Astor,185.0,Ronald Colman,135.0
Lars and the Real Girl,Ryan Gosling,33000.0,Kelli Garner,730.0,Paul Schneider,552.0
The Boy in the Striped Pajamas,Richard Johnson,77.0,Sheila Hancock,32.0,Cara Horgan,18.0
Dancer in the Dark,Catherine Deneuve,963.0,Udo Kier,595.0,Björk,322.0
Oscar and Lucinda,Tom Wilkinson,1000.0,Richard Roxburgh,653.0,Clive Russell,241.0
The Funeral,Isabella Rossellini,812.0,Vincent Gallo,787.0,Gretchen Mol,599.0
Solitary Man,Jenna Fischer,966.0,David Costabile,681.0,Richard Schiff,506.0
Machete,Robert De Niro,22000.0,Don Johnson,982.0,Cheech Marin,844.0
Casino Jack,Kevin Spacey,18000.0,Eric Schweig,322.0,Christian Campbell,168.0
The Land Before Time,Judith Barsi,912.0,Gabriel Damon,320.0,Bill Erwin,191.0
Tae Guk Gi: The Brotherhood of War,Min-sik Choi,717.0,Bin Won,517.0,Dong-gun Jang,489.0
The Perfect Game,Clifton Collins Jr.,968.0,Cheech Marin,844.0,Bruce McGill,655.0
The Exorcist,Ellen Burstyn,1000.0,Linda Blair,931.0,Lee J. Cobb,259.0
Jaws,Roy Scheider,813.0,Robert Shaw,559.0,Murray Hamilton,366.0
American Pie,Alyson Hannigan,3000.0,Shannon Elizabeth,1000.0,Natasha Lyonne,1000.0
Ernest & Celestine,Mackenzie Foy,6000.0,Megan Mullally,637.0,Lambert Wilson,186.0
The Golden Child,Victor Wong,400.0,Randall 'Tex' Cobb,255.0,Charlotte Lewis,148.0
